"委員会","","ふりがな"
"定例会","05_その他","ていれいかい"
"議会運営委員会","03_常任","ぎかいうんえいいいんかい"
"文教委員会","03_常任","ぶんきょういいんかい"
"建設委員会","03_常任","けんせついいんかい"
"厚生委員会","03_常任","こうせいいいんかい"
"区民環境委員会","03_常任","くみんかんきょういいんかい"
"企画総務委員会","03_常任","きかくそうむいいんかい"
"決算審査特別委員会","02_予算/決算","けっさんしんさとくべついいんかい"
"予算審査特別委員会","02_予算/決算","よさんしんさとくべついいんかい"
"地下鉄８号線延伸・交通対策推進特別委員会","04_特別","ちかてつ８ごうせんえんしん・こうつうたいさくすいしんとくべついいんかい"
"医療・介護・高齢者支援特別委員会","04_特別","いりょう・かいご・こうれいしゃしえんとくべついいんかい"
"防災・まちづくり対策特別委員会","04_特別","ぼうさい・まちづくりたいさくとくべついいんかい"
"清掃港湾・臨海部対策特別委員会","04_特別","せいそうこうわん・りんかいぶたいさくとくべついいんかい"
"臨時会","05_その他","りんじかい"
"高齢者支援・介護保険制度特別委員会","04_特別","こうれいしゃしえん・かいごほけんせいどとくべついいんかい"
"防災・まちづくり・交通対策特別委員会","04_特別","ぼうさい・まちづくり・こうつうたいさくとくべついいんかい"
"オリンピック・パラリンピック推進特別委員会","04_特別","おりんぴっく・ぱらりんぴっくすいしんとくべついいんかい"
"医療・介護保険制度特別委員会","04_特別","いりょう・かいごほけんせいどとくべついいんかい"
"防災・まちづくり・南北交通対策特別委員会","04_特別","ぼうさい・まちづくり・なんぼくこうつうたいさくとくべついいんかい"
"オリンピック・パラリンピック対策特別委員会","04_特別","おりんぴっく・ぱらりんぴっくたいさくとくべついいんかい"
"まちづくり・南北交通対策特別委員会","04_特別","まちづくり・なんぼくこうつうたいさくとくべついいんかい"
"防災対策特別委員会","04_特別","ぼうさいたいさくとくべついいんかい"
